user_id,session_id,event_time,event_type,product_category,device_type,traffic_source
267,S00267,2025-06-27 01:16:00,add_to_cart,Sports,Mobile,Direct
267,S00267,2025-06-27 01:30:00,purchase,Beauty,Mobile,Direct
268,S00268,2025-04-14 08:50:00,visit,Electronics,Desktop,Paid Search
268,S00268,2025-04-14 08:55:00,product_view,Home,Desktop,Social
268,S00268,2025-04-14 09:00:00,add_to_cart,Fashion,Mobile,Paid Search
268,S00268,2025-04-14 09:13:00,purchase,Sports,Mobile,Paid Search
269,S00269,2025-01-20 05:37:00,visit,Fashion,Desktop,Email
269,S00269,2025-01-20 05:39:00,product_view,Sports,Desktop,Paid Search
269,S00269,2025-01-20 05:47:00,add_to_cart,Home,Mobile,Organic
269,S00269,2025-01-20 05:58:00,purchase,Home,Tablet,Direct
270,S00270,2025-01-08 08:12:00,visit,Fashion,Desktop,Paid Search
270,S00270,2025-01-08 08:16:00,product_view,Home,Desktop,Direct
270,S00270,2025-01-08 08:21:00,add_to_cart,Home,Mobile,Organic
271,S00271,2025-06-05 13:48:00,visit,Beauty,Tablet,Direct
271,S00271,2025-06-05 13:56:00,product_view,Electronics,Mobile,Organic
271,S00271,2025-06-05 14:00:00,add_to_cart,Fashion,Mobile,Email
271,S00271,2025-06-05 14:11:00,purchase,Electronics,Tablet,Direct
272,S00272,2025-02-17 02:48:00,visit,Electronics,Mobile,Organic
272,S00272,2025-02-17 02:56:00,product_view,Fashion,Mobile,Social
272,S00272,2025-02-17 03:04:00,add_to_cart,Electronics,Mobile,Direct
272,S00272,2025-02-17 03:16:00,purchase,Beauty,Desktop,Organic
273,S00273,2025-03-11 16:10:00,visit,Beauty,Mobile,Social
273,S00273,2025-03-11 16:13:00,product_view,Home,Desktop,Email
274,S00274,2025-01-07 07:23:00,visit,Sports,Tablet,Direct
274,S00274,2025-01-07 07:28:00,product_view,Beauty,Desktop,Direct
274,S00274,2025-01-07 07:30:00,add_to_cart,Home,Desktop,Paid Search
274,S00274,2025-01-07 07:41:00,purchase,Sports,Mobile,Direct
275,S00275,2025-05-25 16:44:00,visit,Electronics,Desktop,Social
275,S00275,2025-05-25 16:52:00,product_view,Home,Tablet,Direct
275,S00275,2025-05-25 16:57:00,add_to_cart,Fashion,Mobile,Social
275,S00275,2025-05-25 16:58:00,purchase,Home,Mobile,Email
276,S00276,2025-04-07 09:07:00,visit,Home,Tablet,Paid Search
277,S00277,2025-01-19 05:29:00,visit,Fashion,Tablet,Paid Search
277,S00277,2025-01-19 05:30:00,product_view,Fashion,Tablet,Email
277,S00277,2025-01-19 05:33:00,add_to_cart,Fashion,Mobile,Direct
277,S00277,2025-01-19 05:45:00,purchase,Home,Tablet,Organic
278,S00278,2025-05-09 01:25:00,visit,Home,Tablet,Direct
278,S00278,2025-05-09 01:29:00,product_view,Beauty,Tablet,Social
278,S00278,2025-05-09 01:30:00,add_to_cart,Electronics,Mobile,Paid Search
278,S00278,2025-05-09 01:31:00,purchase,Sports,Desktop,Organic
279,S00279,2025-03-02 09:22:00,visit,Sports,Mobile,Paid Search
279,S00279,2025-03-02 09:25:00,product_view,Home,Mobile,Organic
279,S00279,2025-03-02 09:28:00,add_to_cart,Electronics,Tablet,Social
280,S00280,2025-03-10 00:14:00,visit,Beauty,Tablet,Organic
280,S00280,2025-03-10 00:20:00,product_view,Fashion,Mobile,Email
281,S00281,2025-06-24 21:11:00,visit,Beauty,Tablet,Social
281,S00281,2025-06-24 21:20:00,product_view,Sports,Desktop,Paid Search
282,S00282,2025-05-29 06:24:00,visit,Fashion,Desktop,Social
282,S00282,2025-05-29 06:29:00,product_view,Fashion,Mobile,Organic
283,S00283,2025-06-22 16:55:00,visit,Sports,Desktop,Direct
283,S00283,2025-06-22 17:05:00,product_view,Home,Tablet,Paid Search
284,S00284,2025-01-19 22:51:00,visit,Beauty,Mobile,Social
284,S00284,2025-01-19 22:55:00,product_view,Home,Desktop,Paid Search
285,S00285,2025-06-25 07:45:00,visit,Electronics,Tablet,Social
285,S00285,2025-06-25 07:50:00,product_view,Fashion,Mobile,Organic
285,S00285,2025-06-25 07:52:00,add_to_cart,Electronics,Mobile,Email
285,S00285,2025-06-25 07:59:00,purchase,Fashion,Desktop,Email
286,S00286,2025-06-10 12:30:00,visit,Beauty,Desktop,Direct
286,S00286,2025-06-10 12:38:00,product_view,Sports,Tablet,Paid Search
286,S00286,2025-06-10 12:40:00,add_to_cart,Electronics,Desktop,Organic
286,S00286,2025-06-10 12:42:00,purchase,Electronics,Desktop,Paid Search
287,S00287,2025-06-11 15:25:00,visit,Beauty,Mobile,Organic
287,S00287,2025-06-11 15:27:00,product_view,Home,Tablet,Direct
288,S00288,2025-05-09 06:01:00,visit,Electronics,Desktop,Paid Search
288,S00288,2025-05-09 06:08:00,product_view,Fashion,Mobile,Organic
288,S00288,2025-05-09 06:12:00,add_to_cart,Beauty,Tablet,Direct
289,S00289,2025-05-13 21:18:00,visit,Sports,Desktop,Social
289,S00289,2025-05-13 21:20:00,product_view,Electronics,Desktop,Direct
289,S00289,2025-05-13 21:28:00,add_to_cart,Fashion,Mobile,Social
289,S00289,2025-05-13 21:30:00,purchase,Home,Tablet,Direct
290,S00290,2025-03-29 10:35:00,visit,Fashion,Mobile,Organic
290,S00290,2025-03-29 10:40:00,product_view,Electronics,Desktop,Organic
290,S00290,2025-03-29 10:47:00,add_to_cart,Beauty,Desktop,Social
290,S00290,2025-03-29 10:56:00,purchase,Beauty,Mobile,Social
291,S00291,2025-06-11 04:46:00,visit,Beauty,Desktop,Paid Search
291,S00291,2025-06-11 04:51:00,product_view,Beauty,Desktop,Social
291,S00291,2025-06-11 04:56:00,add_to_cart,Sports,Mobile,Paid Search
292,S00292,2025-05-02 12:12:00,visit,Electronics,Mobile,Social
292,S00292,2025-05-02 12:19:00,product_view,Sports,Mobile,Direct
292,S00292,2025-05-02 12:26:00,add_to_cart,Sports,Desktop,Direct
293,S00293,2025-06-20 11:01:00,visit,Beauty,Tablet,Paid Search
293,S00293,2025-06-20 11:03:00,product_view,Beauty,Tablet,Organic
293,S00293,2025-06-20 11:06:00,add_to_cart,Electronics,Desktop,Paid Search
294,S00294,2025-01-31 10:21:00,visit,Fashion,Mobile,Paid Search
294,S00294,2025-01-31 10:23:00,product_view,Beauty,Mobile,Paid Search
295,S00295,2025-02-16 22:43:00,visit,Home,Tablet,Organic
295,S00295,2025-02-16 22:52:00,product_view,Beauty,Tablet,Social
296,S00296,2025-04-05 14:33:00,visit,Beauty,Mobile,Direct
296,S00296,2025-04-05 14:40:00,product_view,Electronics,Desktop,Paid Search
296,S00296,2025-04-05 14:42:00,add_to_cart,Electronics,Tablet,Organic
297,S00297,2025-06-07 22:03:00,visit,Sports,Desktop,Email
297,S00297,2025-06-07 22:11:00,product_view,Sports,Tablet,Email
297,S00297,2025-06-07 22:16:00,add_to_cart,Beauty,Mobile,Direct
297,S00297,2025-06-07 22:28:00,purchase,Beauty,Mobile,Email
298,S00298,2025-06-11 22:36:00,visit,Home,Tablet,Paid Search
298,S00298,2025-06-11 22:44:00,product_view,Home,Desktop,Organic
298,S00298,2025-06-11 22:49:00,add_to_cart,Home,Desktop,Email
299,S00299,2025-05-05 16:09:00,visit,Electronics,Mobile,Paid Search
299,S00299,2025-05-05 16:17:00,product_view,Home,Desktop,Email
300,S00300,2025-01-17 06:06:00,visit,Fashion,Desktop,Paid Search
301,S00301,2025-03-16 02:57:00,visit,Beauty,Tablet,Social
302,S00302,2025-04-04 19:14:00,visit,Fashion,Mobile,Social
302,S00302,2025-04-04 19:21:00,product_view,Fashion,Tablet,Direct
302,S00302,2025-04-04 19:25:00,add_to_cart,Fashion,Mobile,Paid Search
302,S00302,2025-04-04 19:26:00,purchase,Home,Tablet,Paid Search
303,S00303,2025-02-19 21:01:00,visit,Home,Desktop,Direct
303,S00303,2025-02-19 21:03:00,product_view,Electronics,Mobile,Social
303,S00303,2025-02-19 21:11:00,add_to_cart,Fashion,Desktop,Direct
303,S00303,2025-02-19 21:17:00,purchase,Fashion,Desktop,Organic
304,S00304,2025-02-21 21:29:00,visit,Electronics,Desktop,Organic
304,S00304,2025-02-21 21:39:00,product_view,Fashion,Mobile,Paid Search
305,S00305,2025-02-18 23:38:00,visit,Beauty,Tablet,Organic
306,S00306,2025-06-26 01:29:00,visit,Electronics,Desktop,Paid Search
306,S00306,2025-06-26 01:39:00,product_view,Electronics,Mobile,Social
307,S00307,2025-06-21 16:03:00,visit,Home,Tablet,Social
307,S00307,2025-06-21 16:10:00,product_view,Home,Desktop,Social
307,S00307,2025-06-21 16:15:00,add_to_cart,Sports,Tablet,Email
307,S00307,2025-06-21 16:16:00,purchase,Sports,Tablet,Social
308,S00308,2025-04-13 05:02:00,visit,Sports,Tablet,Social
308,S00308,2025-04-13 05:04:00,product_view,Beauty,Mobile,Social
309,S00309,2025-04-27 14:48:00,visit,Home,Desktop,Social
309,S00309,2025-04-27 14:53:00,product_view,Fashion,Mobile,Direct
310,S00310,2025-06-13 18:47:00,visit,Electronics,Tablet,Email
310,S00310,2025-06-13 18:50:00,product_view,Electronics,Tablet,Email
311,S00311,2025-02-17 05:27:00,visit,Beauty,Desktop,Email
311,S00311,2025-02-17 05:37:00,product_view,Sports,Mobile,Social
312,S00312,2025-02-10 11:31:00,visit,Sports,Tablet,Email
313,S00313,2025-05-03 07:26:00,visit,Home,Tablet,Social
314,S00314,2025-06-03 00:48:00,visit,Sports,Mobile,Social
314,S00314,2025-06-03 00:51:00,product_view,Home,Tablet,Direct
315,S00315,2025-02-03 07:50:00,visit,Home,Tablet,Organic
315,S00315,2025-02-03 07:54:00,product_view,Home,Desktop,Social
315,S00315,2025-02-03 07:59:00,add_to_cart,Beauty,Mobile,Email
315,S00315,2025-02-03 08:10:00,purchase,Sports,Tablet,Direct
316,S00316,2025-01-13 23:08:00,visit,Beauty,Mobile,Direct
316,S00316,2025-01-13 23:15:00,product_view,Sports,Desktop,Email
316,S00316,2025-01-13 23:18:00,add_to_cart,Fashion,Mobile,Social
316,S00316,2025-01-13 23:28:00,purchase,Beauty,Mobile,Social
317,S00317,2025-06-06 23:51:00,visit,Fashion,Mobile,Email
317,S00317,2025-06-06 23:54:00,product_view,Home,Tablet,Organic
317,S00317,2025-06-06 23:59:00,add_to_cart,Fashion,Mobile,Direct
318,S00318,2025-03-31 02:59:00,visit,Electronics,Mobile,Direct
318,S00318,2025-03-31 03:06:00,product_view,Beauty,Desktop,Email
318,S00318,2025-03-31 03:07:00,add_to_cart,Sports,Mobile,Social
319,S00319,2025-06-12 09:14:00,visit,Home,Tablet,Paid Search
319,S00319,2025-06-12 09:15:00,product_view,Fashion,Mobile,Social
319,S00319,2025-06-12 09:17:00,add_to_cart,Beauty,Tablet,Direct
319,S00319,2025-06-12 09:19:00,purchase,Electronics,Desktop,Social
320,S00320,2025-03-24 23:58:00,visit,Sports,Tablet,Direct
320,S00320,2025-03-25 00:01:00,product_view,Home,Desktop,Social
321,S00321,2025-01-31 00:23:00,visit,Beauty,Mobile,Paid Search
321,S00321,2025-01-31 00:26:00,product_view,Fashion,Tablet,Organic
322,S00322,2025-01-31 18:18:00,visit,Electronics,Desktop,Organic
322,S00322,2025-01-31 18:23:00,product_view,Sports,Tablet,Organic
323,S00323,2025-01-09 17:32:00,visit,Electronics,Tablet,Organic
323,S00323,2025-01-09 17:34:00,product_view,Beauty,Desktop,Email
323,S00323,2025-01-09 17:39:00,add_to_cart,Beauty,Tablet,Paid Search
323,S00323,2025-01-09 17:50:00,purchase,Electronics,Desktop,Email
324,S00324,2025-05-01 10:51:00,visit,Electronics,Tablet,Direct
324,S00324,2025-05-01 11:01:00,product_view,Fashion,Desktop,Organic
324,S00324,2025-05-01 11:03:00,add_to_cart,Home,Mobile,Organic
324,S00324,2025-05-01 11:13:00,purchase,Fashion,Desktop,Direct
325,S00325,2025-06-27 03:37:00,visit,Fashion,Desktop,Email
325,S00325,2025-06-27 03:38:00,product_view,Sports,Desktop,Paid Search
326,S00326,2025-03-29 12:03:00,visit,Home,Mobile,Organic
326,S00326,2025-03-29 12:05:00,product_view,Electronics,Tablet,Email
326,S00326,2025-03-29 12:07:00,add_to_cart,Sports,Mobile,Organic
327,S00327,2025-04-28 07:09:00,visit,Fashion,Desktop,Social
327,S00327,2025-04-28 07:10:00,product_view,Electronics,Mobile,Organic
328,S00328,2025-03-07 13:48:00,visit,Home,Desktop,Organic
328,S00328,2025-03-07 13:49:00,product_view,Electronics,Mobile,Paid Search
328,S00328,2025-03-07 13:57:00,add_to_cart,Sports,Desktop,Organic
328,S00328,2025-03-07 14:03:00,purchase,Fashion,Mobile,Email
329,S00329,2025-03-14 20:43:00,visit,Beauty,Desktop,Email
329,S00329,2025-03-14 20:51:00,product_view,Beauty,Tablet,Paid Search
329,S00329,2025-03-14 20:52:00,add_to_cart,Fashion,Mobile,Email
330,S00330,2025-03-29 20:50:00,visit,Sports,Tablet,Email
330,S00330,2025-03-29 20:57:00,product_view,Home,Tablet,Organic
331,S00331,2025-06-10 04:33:00,visit,Fashion,Desktop,Email
331,S00331,2025-06-10 04:40:00,product_view,Beauty,Mobile,Organic
331,S00331,2025-06-10 04:46:00,add_to_cart,Electronics,Tablet,Direct
332,S00332,2025-04-15 23:25:00,visit,Sports,Mobile,Social
332,S00332,2025-04-15 23:35:00,product_view,Electronics,Desktop,Paid Search
332,S00332,2025-04-15 23:42:00,add_to_cart,Fashion,Tablet,Direct
332,S00332,2025-04-15 23:53:00,purchase,Fashion,Tablet,Email
333,S00333,2025-06-05 01:52:00,visit,Beauty,Mobile,Organic
333,S00333,2025-06-05 01:58:00,product_view,Fashion,Desktop,Social
333,S00333,2025-06-05 02:02:00,add_to_cart,Sports,Tablet,Email
333,S00333,2025-06-05 02:06:00,purchase,Electronics,Desktop,Email
334,S00334,2025-05-26 20:45:00,visit,Sports,Desktop,Organic
335,S00335,2025-03-23 09:16:00,visit,Home,Mobile,Email
335,S00335,2025-03-23 09:17:00,product_view,Electronics,Desktop,Email
335,S00335,2025-03-23 09:18:00,add_to_cart,Electronics,Tablet,Direct
336,S00336,2025-06-12 00:57:00,visit,Sports,Tablet,Paid Search
336,S00336,2025-06-12 01:05:00,product_view,Home,Desktop,Organic
337,S00337,2025-06-03 16:52:00,visit,Beauty,Desktop,Direct
337,S00337,2025-06-03 17:02:00,product_view,Beauty,Tablet,Social
338,S00338,2025-01-21 18:10:00,visit,Electronics,Tablet,Paid Search
338,S00338,2025-01-21 18:16:00,product_view,Home,Tablet,Direct
338,S00338,2025-01-21 18:18:00,add_to_cart,Electronics,Mobile,Email
338,S00338,2025-01-21 18:30:00,purchase,Beauty,Mobile,Social
339,S00339,2025-04-22 04:51:00,visit,Fashion,Mobile,Organic
340,S00340,2025-03-13 12:35:00,visit,Fashion,Desktop,Paid Search
340,S00340,2025-03-13 12:37:00,product_view,Beauty,Mobile,Direct
340,S00340,2025-03-13 12:45:00,add_to_cart,Beauty,Tablet,Direct
341,S00341,2025-01-25 12:14:00,visit,Beauty,Mobile,Direct
341,S00341,2025-01-25 12:23:00,product_view,Beauty,Tablet,Email
342,S00342,2025-05-23 04:35:00,visit,Fashion,Tablet,Direct
342,S00342,2025-05-23 04:38:00,product_view,Electronics,Desktop,Direct
343,S00343,2025-02-28 14:09:00,visit,Sports,Desktop,Email
344,S00344,2025-06-16 17:40:00,visit,Fashion,Desktop,Email
345,S00345,2025-06-26 16:08:00,visit,Home,Desktop,Paid Search
345,S00345,2025-06-26 16:18:00,product_view,Sports,Desktop,Direct
346,S00346,2025-05-10 14:13:00,visit,Sports,Tablet,Paid Search
346,S00346,2025-05-10 14:23:00,product_view,Home,Tablet,Social
347,S00347,2025-01-25 03:39:00,visit,Fashion,Tablet,Direct
347,S00347,2025-01-25 03:45:00,product_view,Electronics,Desktop,Direct
347,S00347,2025-01-25 03:52:00,add_to_cart,Sports,Desktop,Email
348,S00348,2025-04-06 03:50:00,visit,Electronics,Mobile,Email
348,S00348,2025-04-06 03:51:00,product_view,Fashion,Desktop,Paid Search
349,S00349,2025-05-05 09:46:00,visit,Home,Mobile,Organic
349,S00349,2025-05-05 09:51:00,product_view,Fashion,Tablet,Organic
349,S00349,2025-05-05 09:59:00,add_to_cart,Electronics,Tablet,Direct
350,S00350,2025-05-16 03:39:00,visit,Sports,Desktop,Paid Search
350,S00350,2025-05-16 03:44:00,product_view,Electronics,Desktop,Email
350,S00350,2025-05-16 03:50:00,add_to_cart,Sports,Mobile,Organic
351,S00351,2025-02-06 23:18:00,visit,Sports,Desktop,Paid Search
352,S00352,2025-05-09 06:34:00,visit,Home,Tablet,Direct
352,S00352,2025-05-09 06:38:00,product_view,Fashion,Desktop,Email
352,S00352,2025-05-09 06:40:00,add_to_cart,Fashion,Mobile,Direct
352,S00352,2025-05-09 06:41:00,purchase,Beauty,Desktop,Direct
353,S00353,2025-02-18 02:28:00,visit,Fashion,Mobile,Direct
354,S00354,2025-01-02 00:39:00,visit,Home,Desktop,Paid Search
354,S00354,2025-01-02 00:45:00,product_view,Sports,Mobile,Direct
355,S00355,2025-02-24 19:45:00,visit,Beauty,Tablet,Direct
355,S00355,2025-02-24 19:51:00,product_view,Sports,Mobile,Paid Search
355,S00355,2025-02-24 19:54:00,add_to_cart,Beauty,Tablet,Direct
355,S00355,2025-02-24 20:00:00,purchase,Fashion,Mobile,Social
356,S00356,2025-03-02 06:27:00,visit,Home,Desktop,Paid Search
357,S00357,2025-04-23 13:18:00,visit,Sports,Desktop,Direct
358,S00358,2025-06-28 14:38:00,visit,Electronics,Mobile,Social
358,S00358,2025-06-28 14:48:00,product_view,Sports,Mobile,Organic
359,S00359,2025-02-28 10:11:00,visit,Beauty,Mobile,Email
359,S00359,2025-02-28 10:16:00,product_view,Electronics,Tablet,Social
359,S00359,2025-02-28 10:24:00,add_to_cart,Beauty,Mobile,Social
360,S00360,2025-02-05 01:05:00,visit,Home,Tablet,Organic
361,S00361,2025-01-31 11:21:00,visit,Sports,Tablet,Organic
361,S00361,2025-01-31 11:25:00,product_view,Fashion,Tablet,Email
362,S00362,2025-02-07 10:11:00,visit,Sports,Tablet,Email
362,S00362,2025-02-07 10:13:00,product_view,Fashion,Mobile,Email
363,S00363,2025-01-07 21:31:00,visit,Electronics,Mobile,Organic
363,S00363,2025-01-07 21:36:00,product_view,Sports,Mobile,Direct
364,S00364,2025-06-15 20:09:00,visit,Home,Desktop,Email
364,S00364,2025-06-15 20:16:00,product_view,Beauty,Desktop,Organic
364,S00364,2025-06-15 20:18:00,add_to_cart,Sports,Mobile,Direct
364,S00364,2025-06-15 20:30:00,purchase,Sports,Mobile,Organic
365,S00365,2025-03-07 02:48:00,visit,Sports,Mobile,Social
365,S00365,2025-03-07 02:53:00,product_view,Sports,Mobile,Social
366,S00366,2025-03-21 16:14:00,visit,Beauty,Desktop,Organic
366,S00366,2025-03-21 16:23:00,product_view,Fashion,Mobile,Email
367,S00367,2025-06-04 15:22:00,visit,Sports,Desktop,Paid Search
367,S00367,2025-06-04 15:28:00,product_view,Electronics,Tablet,Direct
367,S00367,2025-06-04 15:29:00,add_to_cart,Electronics,Tablet,Direct
367,S00367,2025-06-04 15:38:00,purchase,Electronics,Desktop,Paid Search
368,S00368,2025-05-17 05:21:00,visit,Home,Mobile,Email
369,S00369,2025-06-05 00:04:00,visit,Sports,Mobile,Paid Search
369,S00369,2025-06-05 00:14:00,product_view,Home,Mobile,Organic
369,S00369,2025-06-05 00:15:00,add_to_cart,Sports,Desktop,Direct
369,S00369,2025-06-05 00:26:00,purchase,Electronics,Desktop,Organic
370,S00370,2025-02-05 22:31:00,visit,Sports,Desktop,Social
370,S00370,2025-02-05 22:35:00,product_view,Electronics,Desktop,Direct
370,S00370,2025-02-05 22:39:00,add_to_cart,Home,Desktop,Email
370,S00370,2025-02-05 22:50:00,purchase,Home,Tablet,Direct
371,S00371,2025-01-28 17:49:00,visit,Sports,Tablet,Social
371,S00371,2025-01-28 17:56:00,product_view,Fashion,Mobile,Social
371,S00371,2025-01-28 18:00:00,add_to_cart,Beauty,Desktop,Social
371,S00371,2025-01-28 18:12:00,purchase,Home,Desktop,Email
372,S00372,2025-03-23 01:47:00,visit,Home,Desktop,Email
372,S00372,2025-03-23 01:50:00,product_view,Sports,Mobile,Social
373,S00373,2025-01-26 11:40:00,visit,Sports,Mobile,Social
373,S00373,2025-01-26 11:42:00,product_view,Electronics,Mobile,Direct
374,S00374,2025-05-28 22:29:00,visit,Sports,Tablet,Email
374,S00374,2025-05-28 22:33:00,product_view,Electronics,Tablet,Social
374,S00374,2025-05-28 22:41:00,add_to_cart,Fashion,Desktop,Email
374,S00374,2025-05-28 22:54:00,purchase,Sports,Tablet,Social
375,S00375,2025-01-25 08:56:00,visit,Beauty,Tablet,Direct
375,S00375,2025-01-25 09:02:00,product_view,Sports,Mobile,Paid Search
376,S00376,2025-05-27 19:49:00,visit,Sports,Tablet,Paid Search
376,S00376,2025-05-27 19:52:00,product_view,Beauty,Mobile,Paid Search
377,S00377,2025-04-14 00:04:00,visit,Fashion,Tablet,Email
378,S00378,2025-01-08 08:35:00,visit,Fashion,Desktop,Paid Search
378,S00378,2025-01-08 08:41:00,product_view,Fashion,Mobile,Paid Search
378,S00378,2025-01-08 08:47:00,add_to_cart,Beauty,Desktop,Email
379,S00379,2025-01-08 06:20:00,visit,Home,Mobile,Direct
379,S00379,2025-01-08 06:25:00,product_view,Home,Tablet,Direct
380,S00380,2025-03-10 13:39:00,visit,Beauty,Desktop,Direct
380,S00380,2025-03-10 13:41:00,product_view,Sports,Desktop,Email
381,S00381,2025-02-10 13:51:00,visit,Sports,Desktop,Social
381,S00381,2025-02-10 13:57:00,product_view,Beauty,Desktop,Direct
381,S00381,2025-02-10 14:00:00,add_to_cart,Beauty,Mobile,Paid Search
381,S00381,2025-02-10 14:11:00,purchase,Home,Mobile,Paid Search
382,S00382,2025-02-04 00:36:00,visit,Fashion,Desktop,Direct
382,S00382,2025-02-04 00:38:00,product_view,Fashion,Desktop,Social
383,S00383,2025-03-29 15:46:00,visit,Beauty,Desktop,Paid Search
383,S00383,2025-03-29 15:53:00,product_view,Electronics,Mobile,Organic
383,S00383,2025-03-29 15:56:00,add_to_cart,Fashion,Tablet,Direct
383,S00383,2025-03-29 16:06:00,purchase,Fashion,Mobile,Paid Search
384,S00384,2025-02-17 00:21:00,visit,Fashion,Tablet,Email
384,S00384,2025-02-17 00:31:00,product_view,Electronics,Tablet,Social
385,S00385,2025-02-09 10:18:00,visit,Beauty,Tablet,Email
386,S00386,2025-02-01 01:13:00,visit,Fashion,Desktop,Direct
386,S00386,2025-02-01 01:23:00,product_view,Fashion,Tablet,Direct
386,S00386,2025-02-01 01:29:00,add_to_cart,Beauty,Tablet,Direct
386,S00386,2025-02-01 01:36:00,purchase,Beauty,Mobile,Organic
387,S00387,2025-01-04 00:21:00,visit,Fashion,Tablet,Direct
387,S00387,2025-01-04 00:24:00,product_view,Sports,Mobile,Paid Search
387,S00387,2025-01-04 00:25:00,add_to_cart,Sports,Tablet,Organic
387,S00387,2025-01-04 00:36:00,purchase,Fashion,Tablet,Direct
388,S00388,2025-05-31 15:29:00,visit,Electronics,Tablet,Email
388,S00388,2025-05-31 15:35:00,product_view,Electronics,Tablet,Direct
388,S00388,2025-05-31 15:43:00,add_to_cart,Beauty,Desktop,Direct
389,S00389,2025-06-15 06:29:00,visit,Sports,Mobile,Email
389,S00389,2025-06-15 06:37:00,product_view,Fashion,Mobile,Social
390,S00390,2025-04-09 23:35:00,visit,Beauty,Desktop,Paid Search
390,S00390,2025-04-09 23:36:00,product_view,Sports,Tablet,Organic
390,S00390,2025-04-09 23:43:00,add_to_cart,Fashion,Tablet,Social
390,S00390,2025-04-09 23:45:00,purchase,Fashion,Desktop,Direct
391,S00391,2025-02-16 04:08:00,visit,Home,Tablet,Email
391,S00391,2025-02-16 04:18:00,product_view,Home,Tablet,Email
392,S00392,2025-03-17 05:25:00,visit,Sports,Tablet,Email
392,S00392,2025-03-17 05:34:00,product_view,Sports,Desktop,Social
393,S00393,2025-04-16 03:47:00,visit,Home,Tablet,Email
393,S00393,2025-04-16 03:49:00,product_view,Fashion,Desktop,Paid Search
393,S00393,2025-04-16 03:56:00,add_to_cart,Home,Tablet,Direct
394,S00394,2025-05-09 16:00:00,visit,Electronics,Mobile,Email
395,S00395,2025-01-01 23:06:00,visit,Electronics,Mobile,Email
396,S00396,2025-03-21 06:11:00,visit,Electronics,Mobile,Social
396,S00396,2025-03-21 06:13:00,product_view,Sports,Mobile,Email
397,S00397,2025-03-14 22:26:00,visit,Sports,Tablet,Direct
397,S00397,2025-03-14 22:36:00,product_view,Electronics,Mobile,Email
397,S00397,2025-03-14 22:40:00,add_to_cart,Sports,Desktop,Paid Search
397,S00397,2025-03-14 22:50:00,purchase,Sports,Tablet,Paid Search
398,S00398,2025-04-22 23:48:00,visit,Fashion,Tablet,Organic
398,S00398,2025-04-22 23:49:00,product_view,Fashion,Mobile,Social
399,S00399,2025-03-06 06:50:00,visit,Beauty,Desktop,Direct
399,S00399,2025-03-06 06:51:00,product_view,Electronics,Mobile,Direct
399,S00399,2025-03-06 06:57:00,add_to_cart,Home,Desktop,Paid Search
399,S00399,2025-03-06 07:01:00,purchase,Beauty,Desktop,Direct
400,S00400,2025-01-01 20:19:00,visit,Home,Mobile,Email
400,S00400,2025-01-01 20:28:00,product_view,Electronics,Tablet,Social
400,S00400,2025-01-01 20:30:00,add_to_cart,Sports,Desktop,Direct
401,S00401,2025-04-15 15:44:00,visit,Home,Tablet,Email
402,S00402,2025-04-13 12:31:00,visit,Beauty,Mobile,Social
403,S00403,2025-03-25 12:44:00,visit,Beauty,Tablet,Organic
403,S00403,2025-03-25 12:49:00,product_view,Electronics,Desktop,Paid Search
404,S00404,2025-02-11 20:34:00,visit,Home,Desktop,Social
404,S00404,2025-02-11 20:35:00,product_view,Home,Mobile,Social
404,S00404,2025-02-11 20:41:00,add_to_cart,Electronics,Tablet,Paid Search
404,S00404,2025-02-11 20:47:00,purchase,Fashion,Tablet,Social
405,S00405,2025-02-03 06:35:00,visit,Fashion,Desktop,Paid Search
405,S00405,2025-02-03 06:39:00,product_view,Home,Mobile,Paid Search
405,S00405,2025-02-03 06:43:00,add_to_cart,Sports,Desktop,Paid Search
406,S00406,2025-01-22 19:45:00,visit,Electronics,Tablet,Email
406,S00406,2025-01-22 19:54:00,product_view,Electronics,Desktop,Social
407,S00407,2025-03-31 15:04:00,visit,Sports,Desktop,Email
407,S00407,2025-03-31 15:13:00,product_view,Home,Desktop,Paid Search
408,S00408,2025-01-24 08:18:00,visit,Electronics,Tablet,Email
408,S00408,2025-01-24 08:27:00,product_view,Electronics,Tablet,Social
408,S00408,2025-01-24 08:30:00,add_to_cart,Beauty,Mobile,Direct
408,S00408,2025-01-24 08:42:00,purchase,Electronics,Mobile,Paid Search
409,S00409,2025-03-11 01:44:00,visit,Sports,Mobile,Social
409,S00409,2025-03-11 01:49:00,product_view,Fashion,Tablet,Social
409,S00409,2025-03-11 01:57:00,add_to_cart,Sports,Desktop,Social
409,S00409,2025-03-11 02:04:00,purchase,Fashion,Desktop,Social
410,S00410,2025-03-08 11:03:00,visit,Beauty,Desktop,Email
410,S00410,2025-03-08 11:06:00,product_view,Sports,Tablet,Paid Search
411,S00411,2025-05-12 05:17:00,visit,Home,Mobile,Direct
411,S00411,2025-05-12 05:24:00,product_view,Fashion,Mobile,Paid Search
411,S00411,2025-05-12 05:25:00,add_to_cart,Fashion,Desktop,Email
411,S00411,2025-05-12 05:40:00,purchase,Sports,Tablet,Social
412,S00412,2025-05-23 23:10:00,visit,Beauty,Desktop,Social
412,S00412,2025-05-23 23:20:00,product_view,Electronics,Desktop,Organic
